0x78c0x714	0x79e0x714	0x336	0x3670x336	0x7140x79e_0x1	0x3360x350
0x79f0x226	0x7b10x226	0x405	0x3670x405	0x2260x7b1_0x0	0x4050x35b
0x79f0x226	0x7b10x226	0x405	0x3670x405	0x2260x7b1_0x1	0x412
0x79f0x714	0x7b10x714	0x405	0x3670x405	0x7140x7b1_0x0	0x4050x35b
0x79f0x714	0x7b10x714	0x405	0x3670x405	0x7140x7b1_0x1	0x412
0x7bc0x226	0x7c70x226	0x391	0x3670x391	0x2260x7c7_0x0	0x3910x35b
0x7bc0x226	0x7c70x226	0x391	0x3670x391	0x2260x7c7_0x1	0x3910x350
0x7bc0x714	0x7c70x714	0x391	0x3670x391	0x7140x7c7_0x0	0x3910x35b
0x7bc0x714	0x7c70x714	0x391	0x3670x391	0x7140x7c7_0x1	0x3910x350
0x7c80x226	0x7d80x226	0x391	0x3670x391	0x2260x7d8_0x0	0x3910x35b
0x7c80x226	0x7d80x226	0x391	0x3670x391	0x2260x7d8_0x1	0x3910x350
0x7c80x714	0x7d80x714	0x391	0x3670x391	0x7140x7d8_0x0	0x3910x35b
0x7c80x714	0x7d80x714	0x391	0x3670x391	0x7140x7d8_0x1	0x3910x350
0x7df0x226	0x7ea0x226	0x41e	0x441	0x2260x7ea_0x0	0x435
0x7df0x226	0x7ea0x226	0x41e	0x441	0x2260x7ea_0x1	0x42b
0x7df0x714	0x7ea0x714	0x41e	0x441	0x7140x7ea_0x0	0x435
0x7df0x714	0x7ea0x714	0x41e	0x441	0x7140x7ea_0x1	0x42b
0x7eb0x226	0x7fb0x226	0x405	0x3670x405	0x2260x7fb_0x0	0x4050x35b
0x7eb0x226	0x7fb0x226	0x405	0x3670x405	0x2260x7fb_0x1	0x412
0x7eb0x714	0x7fb0x714	0x405	0x3670x405	0x7140x7fb_0x0	0x4050x35b
0x7eb0x714	0x7fb0x714	0x405	0x3670x405	0x7140x7fb_0x1	0x412
0x7fc0x226	0x80c0x226	0x391	0x3670x391	0x2260x80c_0x0	0x3910x35b
0x7fc0x226	0x80c0x226	0x391	0x3670x391	0x2260x80c_0x1	0x3910x350
0x7fc0x714	0x80c0x714	0x391	0x3670x391	0x7140x80c_0x0	0x3910x35b
0x7fc0x714	0x80c0x714	0x391	0x3670x391	0x7140x80c_0x1	0x3910x350
0x80d0x226	0x81d0x226	0x391	0x3670x391	0x2260x81d_0x0	0x3910x35b
0x80d0x226	0x81d0x226	0x391	0x3670x391	0x2260x81d_0x1	0x3910x350
0x80d0x714	0x81d0x714	0x391	0x3670x391	0x7140x81d_0x0	0x3910x35b
0x80d0x714	0x81d0x714	0x391	0x3670x391	0x7140x81d_0x1	0x3910x350
0x81e0x226	0x82e0x226	0x391	0x3670x391	0x2260x82e_0x0	0x3910x35b
0x81e0x226	0x82e0x226	0x391	0x3670x391	0x2260x82e_0x1	0x3910x350
0x81e0x714	0x82e0x714	0x391	0x3670x391	0x7140x82e_0x0	0x3910x35b
0x81e0x714	0x82e0x714	0x391	0x3670x391	0x7140x82e_0x1	0x3910x350
0x82f0x226	0x83f0x226	0x405	0x3670x405	0x2260x83f_0x0	0x4050x35b
0x82f0x226	0x83f0x226	0x405	0x3670x405	0x2260x83f_0x1	0x412
0x82f0x714	0x83f0x714	0x405	0x3670x405	0x7140x83f_0x0	0x4050x35b
0x82f0x714	0x83f0x714	0x405	0x3670x405	0x7140x83f_0x1	0x412
0x8400x226	0x8500x226	0x391	0x3670x391	0x2260x850_0x0	0x3910x35b
0x8400x226	0x8500x226	0x391	0x3670x391	0x2260x850_0x1	0x3910x350
0x8400x714	0x8500x714	0x391	0x3670x391	0x7140x850_0x0	0x3910x35b
0x8400x714	0x8500x714	0x391	0x3670x391	0x7140x850_0x1	0x3910x350
