0x1f	0x3630
0x9e7	0x353038
0x9f9	0x313531
0xa0f	0x353038
0xa21	0x353036
0xa29	0x363130
0xa33	0x333336
0xa3c	0x3036
0xa43	0x3033
0xa8e	0x63353635623630
0xa9a	0x3036
0xaa1	0x3033
0xaf3	0x64646632353261
0xafb	0x3162653263
0xb03	0x363963
0xb08	0x303638
0xb0c	0x63333738646161
0xb17	0x613766
0xb1e	0x34613131
0xb26	0x35356134646635
0xb30	0x336566
0xb42	0x3335
0xb53	0x353036
0xb5b	0x393339
0xb69	0x363030
0xb70	0x3036
0xb77	0x3033
0xbb8	0x333930383336
0xbc3	0x3536
0xbc7	0x363030
0xbce	0x3036
0xbd5	0x3033
0xc3d	0x3536
0xc41	0x363030
0xc48	0x3036
0xc4f	0x3033
0xcb3	0x64646632353261
0xcbb	0x3162653263
0xcc3	0x363963
0xcc8	0x303638
0xccc	0x63333738646161
0xcd7	0x613766
0xcde	0x34613131
0xce6	0x35356134646635
0xcf0	0x336566
0xd06	0x3335
0xd12	0x6435
0xd17	0x363130
0xd1d	0x3832
0xd30	0x63353635623630
0xd42	0x3036
0xd49	0x3033
0xd72	0x30393038
0xd7c	0x63353635623630
0xd88	0x3036
0xd8f	0x3033
0xdc3	0x363030
0xdd3	0x34306331306631
0xe1e	0x3036
0xe25	0x3033
0xe58	0x31306631
0xe8c	0x6135613033
0xe92	0x31313536313030
0xec9	0x353036
0xed9	0x363030
0xee4	0x3036
0xeeb	0x3930
0xef2	0x66313631343135
0xf0d	0x3536
0xf11	0x353036
0xf22	0x3036
0xf29	0x3033
0xf42	0x66303030303030
0xf72	0x3036
0xf79	0x3137
0xf85	0x3536
0xf89	0x353036
0xf9a	0x3036
0xfa1	0x3033
0xfb9	0x3536
0xfbd	0x353036
0xfc6	0x3036
0xfcd	0x3033
0xff6	0x66313931363630
0x1011	0x3536
0x1015	0x353036
0x101e	0x3036
0x1025	0x3033
0x104e	0x66313931363930
0x1061	0x3536
0x1065	0x363030
0x1075	0x31336166343033
0x10c0	0x3036
0x10c7	0x3033
0x10ec	0x6634
0x1120	0x6135613033
0x1126	0x31313536313030
0x1148	0x663537
0x115c	0x3036
0x1163	0x3033
0x117a	0x33353635
0x117f	0x353036
0x1187	0x363130
0x118d	0x3536
